"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.743724658942228E9,"2025-04-03 19:57:38.942 UTC-04:00"
"PAUSE",4.559385674999999E1,1.743724704536332E9,"2025-04-03 19:58:24.536 UTC-04:00"
