"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.742520648949231E9,"2025-03-20 21:30:48.949 UTC-04:00"
"PAUSE",4.560039345834230E1,1.742520694549618E9,"2025-03-20 21:31:34.550 UTC-04:00"
