"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.742519632738431E9,"2025-03-20 21:13:52.738 UTC-04:00"
"PAUSE",4.560679624999466E1,1.742519678345221E9,"2025-03-20 21:14:38.345 UTC-04:00"
